file	product	site	LOG
NA	NA	NA	SNPGenie initiated at local time Tue Nov 10 16:42:50 2020
temp_vcf4_5_3A.vcf	gene-ORF1ab	3507	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	3507	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	3507	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	3507	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	3511	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	3511	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4075	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4075	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4279	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4279	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4845	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	4845	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9114	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	gene-ORF1ab	9114	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3A.vcf	NA	3507	Variant data at this site imply a negative number of T nucleotides: -96. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3507	Variant data at this site imply a negative proportion of T nucleotides of -5. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3511	Variant data at this site imply a negative number of T nucleotides: -51. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3511	Variant data at this site imply a negative proportion of T nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3514	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3514	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3688	Variant data at this site imply a negative number of A nucleotides: -16. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	3688	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4060	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4060	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4071	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4071	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4075	Variant data at this site imply a negative number of T nucleotides: -32. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4075	Variant data at this site imply a negative proportion of T nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4279	Variant data at this site imply a negative number of A nucleotides: -50. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4279	Variant data at this site imply a negative proportion of A nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4292	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4292	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3A.vcf	NA	4845	Variant data at this site imply a negative number of A nucleotides: -50. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
