file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_1A.vcf	gene-E	2.15384615384615	0	5	2	164.833333333333	63.1666666666667	0.013066811853465	0	0.0303336703741153	0.0316622691292876	-0.166666666666667	-1	*
temp_vcf4_3_1A.vcf	gene-M	0	0	1	1	501.666666666667	164.333333333333	0	0	0.00199335548172757	0.00608519269776876	0	*	*
temp_vcf4_3_1A.vcf	gene-N	0	2.09090909090909	4.02127659574468	1.95744680851064	960.999999999997	299	0	0.00699300699300699	0.00418447096331393	0.00654664484451719	-0.2	*	-1
temp_vcf4_3_1A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_3_1A.vcf	gene-ORF1ab	60.579851239931	158.893088286259	180.376868607396	284.988985051141	26950.8080208669	7737.24912199099	0.00224779350559829	0.0205361215311847	0.00669281857774867	0.036833373277479	-2.5843621399177	-5.58823529411765	-5.66666666666667
temp_vcf4_3_1A.vcf	gene-ORF3a	2.15384615384615	0	1	1	631.47619047619	196.52380952381	0.00341081134384807	0	0.00158359098107232	0.00508844196753089	-1	-1	*
temp_vcf4_3_1A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_3_1A.vcf	gene-ORF7a	0	0	0	1	274.333333333333	88.6666666666667	0	0	0	0.0112781954887218	0	*	*
temp_vcf4_3_1A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_3_1A.vcf	gene-ORF8	0	0	0	1	277.5	82.5	0	0	0	0.0121212121212121	0	*	*
temp_vcf4_3_1A.vcf	gene-S	2.2	0	9	5	2924.63636363636	894.36363636364	0.000752230269497376	0	0.00307730564794381	0.00559056718845292	-0.0714285714285714	-1	*
