file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_1A.vcf	gene-E	0	0.00161681487469689	0	1.99919159256265	164.166666666667	60.8333333333334	0	2.65777787621407e-05	0	0.032863423439386	0.000807753914763731	*	0.00161550782952746
temp_vcf4_2_1A.vcf	gene-M	0	0	3	0	502	164	0	0	0.00597609561752988	0	0	*	*
temp_vcf4_2_1A.vcf	gene-N	0	0	3	0	958.833333333331	298.166666666667	0	0	0.00312880236398402	0	0	*	*
temp_vcf4_2_1A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_2_1A.vcf	gene-ORF1ab	78.0163856163856	101.976181896182	96.9867961165048	188.013203883495	26677.2078023544	7621.7921976463	0.00292445844386684	0.0133795542113669	0.00363556774138653	0.0246678470113048	-2.72222222222222	-7.6	-3.4
temp_vcf4_2_1A.vcf	gene-ORF3a	0	0	3	0	628.666666666667	196.333333333334	0	0	0.00477200424178155	0	0	*	*
temp_vcf4_2_1A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_2_1A.vcf	gene-ORF7a	0	0	1	0	274.333333333333	88.6666666666667	0	0	0.00364520048602673	0	0	*	*
temp_vcf4_2_1A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_2_1A.vcf	gene-ORF8	0	2.11764705882353	0	2	282.166666666667	83.8333333333333	0	0.0252602034849725	0	0.0238568588469185	-1	*	-1
temp_vcf4_2_1A.vcf	gene-S	2.10381880770839	2.17391304347826	7.99937264742785	7	2928.40984912935	896.590150870647	0.000718416791397517	0.00242464524216249	0.00273164381338431	0.00780735767976321	-0.153749698615247	-0.499373040999104	-1
