file	product	site	LOG
NA	NA	NA	SNPGenie initiated at local time Tue Nov 10 16:45:26 2020
temp_vcf4_5_3B.vcf	NA	NA	The reads total should equal the coverage (36) but is instead: 37. The reads total has been used. Please verify your data.
temp_vcf4_5_3B.vcf	gene-ORF1ab	712	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	712	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	851	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	851	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	870	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	870	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	881	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	881	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	881	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	881	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	4075	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	4075	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	4279	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	4279	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	8329	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	8329	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	9110	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	gene-ORF1ab	14426	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_3B.vcf	NA	258	Variant data at this site imply a negative number of T nucleotides: -14. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	258	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	676	Variant data at this site imply a negative number of A nucleotides: -11. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	676	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	710	Variant data at this site imply a negative number of A nucleotides: -12. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	710	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	712	Variant data at this site imply a negative number of T nucleotides: -43. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	712	Variant data at this site imply a negative proportion of T nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	851	Variant data at this site imply a negative number of A nucleotides: -65. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	851	Variant data at this site imply a negative proportion of A nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	870	Variant data at this site imply a negative number of A nucleotides: -35. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	870	Variant data at this site imply a negative proportion of A nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	879	Variant data at this site imply a negative number of A nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	879	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	881	Variant data at this site imply a negative number of A nucleotides: -96. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	881	Variant data at this site imply a negative proportion of A nucleotides of -5. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1243	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1243	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1344	Variant data at this site imply a negative number of T nucleotides: -12. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1344	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1606	Variant data at this site imply a negative number of T nucleotides: -11. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	1606	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_3B.vcf	NA	2400	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
