file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_5_3B.vcf	gene-E	0	0.0689655172413792	0	0.96551724137931	164.166666666667	60.8333333333334	0	0.00113367973547473	0	0.0158715162966462	0.0665873959571937	*	0.0665873959571937
temp_vcf4_5_3B.vcf	gene-M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_5_3B.vcf	gene-N	0	0	1	0	959.166666666664	297.833333333333	0	0	0.00104257167680278	0	0	*	*
temp_vcf4_5_3B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_5_3B.vcf	gene-ORF1ab	94.9836542936799	78.0341943433403	69	150	26659.6808757157	7585.31912428504	0.00356282037795136	0.0102875295112512	0.00258817801764657	0.0197750414375794	-3.12745098039216	-7.15384615384615	-7
temp_vcf4_5_3B.vcf	gene-ORF3a	0	0	0	0	628.333333333333	196.666666666667	0	0	0	0	*	*	*
temp_vcf4_5_3B.vcf	gene-ORF6	0	0	1	0	146	37	0	0	0.00684931506849315	0	0	*	*
temp_vcf4_5_3B.vcf	gene-ORF7a	0	0	0	1	274.333333333333	88.6666666666667	0	0	0	0.0112781954887218	0	*	*
temp_vcf4_5_3B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_5_3B.vcf	gene-ORF8	0	0	0	1	280.166666666667	82.8333333333333	0	0	0	0.0120724346076459	0	*	*
temp_vcf4_5_3B.vcf	gene-S	0.05440929384091	2.18217304342216	6.97279535307954	4.99982256919801	2927.01813643127	894.981863568723	1.85886425381866e-05	0.00243823158015826	0.00238221802123202	0.00558650713798972	-0.0860633537269079	0.0264741551817088	-0.499822600679702
