file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_6A.vcf	gene-E	6.25	0	3	1	169.406666666667	61.5933333333334	0.0368934713313132	0	0.0177088662390303	0.0162355233250352	-1	-2	*
temp_vcf4_2_6A.vcf	gene-M	2.07843137254902	0	5.8	1.2	503.009433962265	165.990566037736	0.00413199282601316	0	0.0115305988484405	0.00722932651321398	-0.166666666666667	-1	*
temp_vcf4_2_6A.vcf	gene-N	2.11764705882353	2.0377358490566	12.6666666666667	5.66666666666667	961.166666666664	298.833333333333	0.00220320484705067	0.00681897105094234	0.0131784289925438	0.018962632459565	-0.117647058823529	-1	-1
temp_vcf4_2_6A.vcf	gene-ORF10	0	0	1	0	88.3333333333334	25.6666666666667	0	0	0.0113207547169811	0	0	*	*
temp_vcf4_2_6A.vcf	gene-ORF1ab	167.393495896792	375.140267979181	260.230594990879	468.116773430174	27551.1757150479	7946.96714209568	0.00607572967586151	0.0472054635776755	0.0094453535370814	0.0589050848027953	-2.78082191780822	-6.325	-6.58333333333333
temp_vcf4_2_6A.vcf	gene-ORF3a	0	2.05882352941176	3	6	630.333333333333	197.666666666667	0	0.0104156333697054	0.00475938656795347	0.0303541315345699	-0.125	*	-1
temp_vcf4_2_6A.vcf	gene-ORF6	0	0	0	1	146	37	0	0	0	0.027027027027027	0	*	*
temp_vcf4_2_6A.vcf	gene-ORF7a	0	0	3	1	273.666666666667	89.3333333333333	0	0	0.0109622411693057	0.0111940298507463	0	*	*
temp_vcf4_2_6A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_2_6A.vcf	gene-ORF8	0	0	2	2	279.5	83.5	0	0	0.00715563506261181	0.0239520958083832	0	*	*
temp_vcf4_2_6A.vcf	gene-S	10.7463023463023	10.6255764167529	21	18	2937.84819819819	901.626801801806	0.00365788210326631	0.011784894144139	0.00714808886751858	0.019963914076233	-0.28125	-1	-1
