file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_4A.vcf	gene-E	2.16666666666667	0.00116550116550118	3	1.99941724941725	166.692307692308	61.3076923076923	0.012998000307645	1.90106840044107e-05	0.0179972311952007	0.0326128284095662	-0.249708794507746	-1	0.00116482196901768
temp_vcf4_2_4A.vcf	gene-M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_2_4A.vcf	gene-N	0	2.12903225806452	4.88135593220339	3.23728813559322	960.833333333331	299.166666666667	0	0.00711654236678947	0.00508033574904084	0.0108210188376375	-0.142857142857143	*	-1
temp_vcf4_2_4A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_2_4A.vcf	gene-ORF1ab	82.6866344113403	64.550756120358	146	239	26764.2722460543	7657.72775394641	0.00308944079073663	0.00842949216718912	0.00545503343628273	0.031210302543967	-2.51941747572816	-5.8	-5
temp_vcf4_2_4A.vcf	gene-ORF3a	2.18181818181818	2.22222222222222	4	4	632.722222222222	198.277777777778	0.00344830338684057	0.011207621182404	0.00632188954254105	0.0201737181283272	-0.333333333333333	-1	-1
temp_vcf4_2_4A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_2_4A.vcf	gene-ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_2_4A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_2_4A.vcf	gene-ORF8	0	0	0	3	280.166666666667	82.8333333333333	0	0	0	0.0362173038229376	0	*	*
temp_vcf4_2_4A.vcf	gene-S	2.22355822756624	0	5.99933199732799	7	2926.33377866844	892.666221331556	0.000759844363542843	0	0.00205011883506257	0.00784167680228604	-0.0768203759316245	-0.499332443555559	*
