file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_1B.vcf	gene-E	6.39130434782609	0	4	3	169.867346938775	61.1326530612245	0.0376252673807267	0	0.0235477863879378	0.0490736104156234	-0.4	-2	*
temp_vcf4_3_1B.vcf	gene-M	0	0	3	1	502	164	0	0	0.00597609561752988	0.00609756097560976	0	*	*
temp_vcf4_3_1B.vcf	gene-N	0	0	4	2	959.499999999997	297.5	0	0	0.00416883793642523	0.00672268907563025	0	*	*
temp_vcf4_3_1B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_3_1B.vcf	gene-ORF1ab	208.753986766715	251.815599838886	225.62626057508	420.236007943438	27411.3257154476	7871.67428455316	0.00761561074913908	0.0319900939413909	0.00823113274116212	0.0533858481375533	-2.88050314465409	-6.51515151515152	-6.11111111111111
temp_vcf4_3_1B.vcf	gene-ORF3a	0	2.16	2	4	631.666666666667	196.333333333334	0	0.0110016977928693	0.00316622691292876	0.0203735144312394	-0.2	*	-1
temp_vcf4_3_1B.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_3_1B.vcf	gene-ORF7a	0	0	0	1	274.333333333333	88.6666666666667	0	0	0	0.0112781954887218	0	*	*
temp_vcf4_3_1B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_3_1B.vcf	gene-ORF8	0	2.12121212121212	2	2	279.333333333333	83.6666666666667	0	0.025353132922854	0.00715990453460621	0.0239043824701195	-0.25	*	-1
temp_vcf4_3_1B.vcf	gene-S	4.40100250626566	2.19047619047619	11	11	2931.80952380952	896.19047619048	0.00150112156691104	0.00244420828905419	0.00375194906444907	0.0122741764080765	-0.157894736842105	-1	-1
