file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_4_5A.vcf	gene-E	0	0.000304136253041376	1	2.99984793187348	164.833333333333	60.1666666666667	0	5.05489617243284e-06	0.00606673407482306	0.0498589683967891	7.60225009027726e-05	*	0.000304090003611091
temp_vcf4_4_5A.vcf	gene-M	2.14814814814815	0	6	2	504.247126436782	164.752873563218	0.00426010984599525	0	0.0118989275008833	0.0121393937279799	-0.142857142857143	-1	*
temp_vcf4_4_5A.vcf	gene-N	6.36734693877551	0	6	6	963.833333333331	299.166666666667	0.00660627384275517	0	0.0062251426595193	0.0200557103064067	-0.2	-2	*
temp_vcf4_4_5A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_4_5A.vcf	gene-ORF1ab	179.128076762732	412.94766845051	183.596259457926	453.784697429644	27523.3370102931	7855.66298970774	0.00650822524520708	0.0525668767857712	0.0066705668498433	0.0577652959430897	-2.96026490066225	-6.3125	-6.26666666666667
temp_vcf4_4_5A.vcf	gene-ORF3a	0	0	5	3	628.666666666667	196.333333333334	0	0	0.00795334040296925	0.0152801358234295	0	*	*
temp_vcf4_4_5A.vcf	gene-ORF6	0	0	1	0	145.333333333333	37.6666666666667	0	0	0.00688073394495413	0	0	*	*
temp_vcf4_4_5A.vcf	gene-ORF7a	2.18181818181818	4.38443935926773	3.93617021276596	4.12765957446809	280.333333333333	91.6666666666667	0.00778294238460707	0.047830247555648	0.0140410352417335	0.0450290135396518	-0.6	-1	-1
temp_vcf4_4_5A.vcf	gene-ORF7b	0	0	1	0	102	27	0	0	0.00980392156862745	0	0	*	*
temp_vcf4_4_5A.vcf	gene-ORF8	0	2.0655737704918	3	2	282.5	83.5	0	0.0247374104250515	0.0106194690265487	0.0239520958083832	-0.25	*	-1
temp_vcf4_4_5A.vcf	gene-S	6.46216763495254	6.45679145538893	22.0342692202906	12	2938.44579453279	898.554205467204	0.00219917877912736	0.00718575620268976	0.00749861347154575	0.013354786975551	-0.206881828087482	-0.749893253634244	-1
