file	product	site	LOG
NA	NA	NA	SNPGenie initiated at local time Tue Nov 10 18:03:24 2020
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-S	24958	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-S	24960	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-S	24973	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	gene-S	24975	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_6_9B.vcf	NA	715	Variant data at this site imply a negative number of T nucleotides: -69. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	715	Variant data at this site imply a negative proportion of T nucleotides of -5. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	851	Variant data at this site imply a negative number of A nucleotides: -33. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	851	Variant data at this site imply a negative proportion of A nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	865	Variant data at this site imply a negative number of A nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	865	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24953	Variant data at this site imply a negative number of A nucleotides: -13. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24953	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24958	Variant data at this site imply a negative number of G nucleotides: -15. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; G count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24958	Variant data at this site imply a negative proportion of G nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, G prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24960	Variant data at this site imply a negative number of A nucleotides: -20. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24960	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24973	Variant data at this site imply a negative number of T nucleotides: -24. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24973	Variant data at this site imply a negative proportion of T nucleotides of -0.999572100984168. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24975	Variant data at this site imply a negative number of T nucleotides: -22. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	24975	Variant data at this site imply a negative proportion of T nucleotides of -0.999568779646399. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	NA	715	Coverage (13.667) does not equal the nucleotide sum (82.000).
temp_vcf4_6_9B.vcf	NA	851	Coverage (11.000) does not equal the nucleotide sum (44.000).
temp_vcf4_6_9B.vcf	NA	865	Coverage (10.000) does not equal the nucleotide sum (20.000).
temp_vcf4_6_9B.vcf	NA	24953	Coverage (13.000) does not equal the nucleotide sum (26.000).
temp_vcf4_6_9B.vcf	NA	24958	Coverage (13.000) does not equal the nucleotide sum (26.000).
temp_vcf4_6_9B.vcf	NA	24960	Coverage (15.000) does not equal the nucleotide sum (30.000).
temp_vcf4_6_9B.vcf	NA	24973	Coverage (1181.000) does not equal the nucleotide sum (2361.000).
temp_vcf4_6_9B.vcf	NA	24975	Coverage (1171.000) does not equal the nucleotide sum (2341.000).
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	Variant data at this site imply a negative number of T nucleotides: -69. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	gene-ORF1ab	715	Variant data at this site imply a negative proportion of T nucleotides of -5. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_6_9B.vcf	gene-ORF1ab	851	Variant data at this site imply a negative number of A nucleotides: -33. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
