file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_1_6A.vcf	gene-E	2.15384615384615	0	9.02127659574468	2.97872340425532	166.345238095238	61.6547619047619	0.0129480481588118	0	0.0542322503429867	0.0483129495959542	-0.0909090909090909	-1	*
temp_vcf4_1_6A.vcf	gene-M	0	0	11	2	504.000000000001	162	0	0	0.0218253968253968	0.0123456790123457	0	*	*
temp_vcf4_1_6A.vcf	gene-N	0	4.23193277310924	37.8664111389237	22.1335888610763	960.59259259259	302.407407407407	0	0.0139941438914819	0.0394198450320381	0.0731912920084582	-0.0344827586206897	*	-1
temp_vcf4_1_6A.vcf	gene-ORF10	0	0	1	0	87.6666666666667	26.3333333333333	0	0	0.0114068441064639	0	0	*	*
temp_vcf4_1_6A.vcf	gene-ORF1ab	68.336217842429	105.488745804498	324.61135283123	602.57379538603	27665.0902707447	7956.65611412815	0.00247012452060181	0.0132579244712094	0.0117336090233004	0.0757320395330491	-2.38297872340426	-5.33333333333333	-5.16666666666667
temp_vcf4_1_6A.vcf	gene-ORF3a	4.32467532467532	0	10	3	633.8	197.2	0.00682340694962973	0	0.0157778479015462	0.0152129817444219	-0.181818181818182	-1	*
temp_vcf4_1_6A.vcf	gene-ORF6	0	0	1	0	146	37	0	0	0.00684931506849315	0	0	*	*
temp_vcf4_1_6A.vcf	gene-ORF7a	0	2.0625	14.2720588235294	4.45588235294118	277.464646464646	88.5353535353535	0	0.0232957786651455	0.0514373957380834	0.0503288480252341	-0.0555555555555556	-1	*
temp_vcf4_1_6A.vcf	gene-ORF7b	0	0	2	0	101.833333333333	27.1666666666667	0	0	0.0196399345335515	0	0	*	*
temp_vcf4_1_6A.vcf	gene-ORF8	0	2.08888888888889	5	4	282.333333333333	83.6666666666666	0	0.0249667994687915	0.0177095631641086	0.0478087649402391	-0.125	*	-1
temp_vcf4_1_6A.vcf	gene-S	2.21052631578947	0	29	13	2927.14285714285	891.857142857146	0.000755182245511291	0	0.00990727183992194	0.0145763254845426	-0.0238095238095238	-1	*
