file	product	site	LOG
NA	NA	NA	SNPGenie initiated at local time Tue Nov 10 16:50:32 2020
temp_vcf4_5_4B.vcf	gene-ORF1ab	553	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	553	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	10876	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	10876	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	11536	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	11536	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12171	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12171	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12461	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12461	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12469	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12469	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12918	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF1ab	12918	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-S	24319	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-S	24319	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF3a	25491	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF3a	26010	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF3a	26010	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-ORF8	28004	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-N	29194	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	gene-N	29194	There are conflicting coverages reported. An averaging has taken place
temp_vcf4_5_4B.vcf	NA	518	Variant data at this site imply a negative number of A nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	518	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	520	Variant data at this site imply a negative number of A nucleotides: -15. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	520	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	553	Variant data at this site imply a negative number of A nucleotides: -53. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	553	Variant data at this site imply a negative proportion of A nucleotides of -3. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	1005	Variant data at this site imply a negative number of C nucleotides: -750. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; C count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	1005	Variant data at this site imply a negative proportion of C nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, C prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	1867	Variant data at this site imply a negative number of T nucleotides: -11. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	1867	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	2086	Variant data at this site imply a negative number of A nucleotides: -12. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	2086	Variant data at this site imply a negative proportion of A nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, A prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	3242	Variant data at this site imply a negative number of C nucleotides: -657. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; C count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	3242	Variant data at this site imply a negative proportion of C nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, C prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	4075	Variant data at this site imply a negative number of T nucleotides: -10. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; T count set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	4075	Variant data at this site imply a negative proportion of T nucleotides of -1. This may result from rounding error, in which case the number will be very small in magnitude, or variants which are assigned to the wrong site in the SNP Report. If the latter, results at this site are unreliable. In either case, T prop has set to 0; proceed with caution.
temp_vcf4_5_4B.vcf	NA	4279	Variant data at this site imply a negative number of A nucleotides: -11. This most often results from variants which are assigned to the wrong site in the SNP Report. Results at this site are unreliable; A count set to 0; proceed with caution.
