file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_7B.vcf	gene-E	2.14814814814815	0	5.90322580645161	2	163.994252873563	61.0057471264368	0.0130989233494928	0	0.0359965407507475	0.0327837965143664	-0.125	-1	*
temp_vcf4_2_7B.vcf	gene-M	0	0	11	3	497.666666666667	165.333333333333	0	0	0.0221031480241125	0.0181451612903226	0	*	*
temp_vcf4_2_7B.vcf	gene-N	0	0	21.6657817109145	8.33421828908554	958.999999999997	295	0	0	0.0225920560072101	0.028251587420629	0	*	*
temp_vcf4_2_7B.vcf	gene-ORF10	0	0	1	2	88.3333333333334	25.6666666666667	0	0	0.0113207547169811	0.0779220779220779	0	*	*
temp_vcf4_2_7B.vcf	gene-ORF1ab	256.630353984727	263.143892232617	502.075140081805	885.665084957128	28270.198015483	8210.3244102015	0.00907776994855771	0.0320503647706849	0.0177598734825568	0.107872118165839	-2.36052631578947	-5.39024390243902	-4.1875
temp_vcf4_2_7B.vcf	gene-ORF3a	2.10810810810811	0	10	5	631.589743589744	196.410256410257	0.0033377807817561	0	0.0158330626826892	0.0254569190600522	-0.0714285714285714	-1	*
temp_vcf4_2_7B.vcf	gene-ORF6	0	0	3	0	145	38	0	0	0.0206896551724138	0	0	*	*
temp_vcf4_2_7B.vcf	gene-ORF7a	0	0	3	1	273.666666666667	89.3333333333333	0	0	0.0109622411693057	0.0111940298507463	0	*	*
temp_vcf4_2_7B.vcf	gene-ORF7b	0	0	0	0	104.666666666667	27.3333333333333	0	0	0	0	0	*	*
temp_vcf4_2_7B.vcf	gene-ORF8	0	6.32142857142857	6	5	283.666666666667	85.3333333333333	0	0.0740792410714286	0.0211515863689777	0.05859375	-0.222222222222222	*	-2
temp_vcf4_2_7B.vcf	gene-S	2.22222222222222	2.19047619047619	36	25	2920.8188405797	892.181159420293	0.000760821654307452	0.00245519216287809	0.0123253107997807	0.028021214902413	-0.0317460317460317	-1	-1
