file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_4B.vcf	gene-E	8.39457013574661	2.07547169811321	6.28571428571429	4	171.5	65.5	0.0489479308206799	0.0316865908108887	0.0366513952519784	0.0610687022900763	-0.666666666666667	-1.5	-1
temp_vcf4_3_4B.vcf	gene-M	0	0	5	1	506	163	0	0	0.00988142292490118	0.00613496932515338	0	*	*
temp_vcf4_3_4B.vcf	gene-N	0	0	9	7	960.166666666664	296.833333333333	0	0	0.00937337267835448	0.0235822571588995	0	*	*
temp_vcf4_3_4B.vcf	gene-ORF10	0	0	0	1	87.6666666666667	26.3333333333333	0	0	0	0.0379746835443038	0	*	*
temp_vcf4_3_4B.vcf	gene-ORF1ab	277.327200162927	213.632603967744	449.031925850473	825.358878747228	28223.2536605564	8144.36325132541	0.00982619521825395	0.0262307312892726	0.0159099985866626	0.10134111817924	-2.51608187134503	-5.41463414634146	-5.2
temp_vcf4_3_4B.vcf	gene-ORF3a	10.6873237099718	2.16666666666667	19.9565217391304	8.04347826086957	641.975295945884	198.024704054116	0.0166475622620729	0.010941395807235	0.0310861210161157	0.0406185596857221	-0.217391304347826	-1.33333333333333	-1
temp_vcf4_3_4B.vcf	gene-ORF6	0	0	5.76470588235294	2.23529411764706	146	37	0	0	0.0394842868654311	0.0604133545310016	0	*	*
temp_vcf4_3_4B.vcf	gene-ORF7a	0	0	4	2	275.666666666667	87.3333333333333	0	0	0.0145102781136638	0.0229007633587786	0	*	*
temp_vcf4_3_4B.vcf	gene-ORF7b	0	0	4	0	101	28	0	0	0.0396039603960396	0	0	*	*
temp_vcf4_3_4B.vcf	gene-ORF8	0	0	9	4	281.833333333333	81.1666666666666	0	0	0.0319337670017741	0.0492813141683778	0	*	*
temp_vcf4_3_4B.vcf	gene-S	4.36	6.49907545771986	32.7857142857143	28.2140401347179	2932.90843214755	895.364295125168	0.00148657897130716	0.00725858233693729	0.0111785672973458	0.0315112410538704	-0.0861984303703981	-1	-0.749877240370772
