file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_4_5B.vcf	gene-E	0	2.05436763197817	5	3.99984321103794	166.5	61.5	0	0.0334043517394824	0.03003003003003	0.0650381009924869	-0.12496080890518	*	-0.499843235620722
temp_vcf4_4_5B.vcf	gene-M	8.575	0	17	7	505.911764705883	166.088235294118	0.0169495959537236	0	0.0336026975175862	0.0421462723570037	-0.136363636363636	-1.5	*
temp_vcf4_4_5B.vcf	gene-N	2.10810810810811	6.35998654836123	18.625	13.4735915492958	968.188034188032	297.811965811966	0.00217737467688915	0.0213557119205104	0.0192369656950159	0.045241941547113	-0.137931034482759	*	-1
temp_vcf4_4_5B.vcf	gene-ORF10	2.16666666666667	2.15384615384615	4.26086956521739	2.8695652173913	93.6538461538462	26.3461538461538	0.0231348391512663	0.0817518248175183	0.0454959378626908	0.108917803871787	-0.4	-1	-1
temp_vcf4_4_5B.vcf	gene-ORF1ab	270.9919759377	461.471476233414	502.552732127506	1083.59710669379	29237.2229044338	8420.72596765621	0.00926873174047609	0.0548018636404882	0.0171887984631842	0.128682148172955	-2.70243902439024	-5.66666666666667	-7
temp_vcf4_4_5B.vcf	gene-ORF3a	0	0	21.047619047619	7.95238095238095	621.5	194.5	0	0	0.0338658391755737	0.0408862773901334	0	*	*
temp_vcf4_4_5B.vcf	gene-ORF6	0	2.16	3.88235294117647	3.11764705882353	148.333333333333	37.6666666666667	0	0.0573451327433628	0.0261731658955717	0.0827693909422176	-0.166666666666667	*	-1
temp_vcf4_4_5B.vcf	gene-ORF7a	0	2.13793103448276	9	4.91666666666667	275.666666666667	90.3333333333333	0	0.0236671332230564	0.0326481257557436	0.0544280442804428	-0.0714285714285714	*	-1
temp_vcf4_4_5B.vcf	gene-ORF7b	0	0	4	0	101.333333333333	27.6666666666667	0	0	0.0394736842105263	0	0	*	*
temp_vcf4_4_5B.vcf	gene-ORF8	2.21052631578947	4.29793103448276	14.8666666666667	9.06666666666667	288.333333333333	83.6666666666666	0.00766656525707332	0.0513696936392362	0.0515606936416185	0.108366533864542	-0.142857142857143	-1	-1
temp_vcf4_4_5B.vcf	gene-S	12.9139935292966	0	71.9170049199416	23.0827705627706	2923.47524617157	898.252026555695	0.00441734321034806	0	0.0245998337130168	0.0256974322131845	-0.0638250113429826	-0.857078723748623	*
