file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_6_5B.vcf	gene-E	0	0.000477783086478833	3.81481481481481	2.18494629364195	162.666666666667	62.3333333333334	0	7.66496930179946e-06	0.0234517304189435	0.0350526143365018	7.96114913566755e-05	*	0.000477668948140053
temp_vcf4_6_5B.vcf	gene-M	2.16	0	8	2	502.222222222223	163.777777777778	0.00430088495575221	0	0.015929203539823	0.0122116689280868	-0.111111111111111	-1	*
temp_vcf4_6_5B.vcf	gene-N	2.2	4.25396825396825	8	7	967.833333333331	298.166666666667	0.00227311864990529	0.0142670819026325	0.00826588599965561	0.0234768026830632	-0.25	-1	-1
temp_vcf4_6_5B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_6_5B.vcf	gene-ORF1ab	246.307460246378	371.707884832769	222.412196679438	475.587803320562	27572.6296985881	7869.01030141273	0.00893304203983818	0.0472369294987498	0.00806641220336076	0.0604380710030561	-3.02134146341463	-6.56756756756757	-5.31578947368421
temp_vcf4_6_5B.vcf	gene-ORF3a	2.15384615384615	0	4	3	631.142857142857	196.857142857143	0.00341261273809938	0	0.006337709370756	0.0152394775036284	-0.166666666666667	-1	*
temp_vcf4_6_5B.vcf	gene-ORF6	0	0	2	0	146	37	0	0	0.0136986301369863	0	0	*	*
temp_vcf4_6_5B.vcf	gene-ORF7a	0	0	1	0	274.333333333333	88.6666666666667	0	0	0.00364520048602673	0	0	*	*
temp_vcf4_6_5B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_6_5B.vcf	gene-ORF8	0	6.27692307692308	2	3	283.833333333333	85.1666666666666	0	0.0737016408249285	0.00704638872577804	0.0352250489236791	-0.666666666666667	*	-2
temp_vcf4_6_5B.vcf	gene-S	2.1255540166205	4.38888888888889	19.9997229916898	11	2932.5001846722	895.499815327797	0.000724826558487701	0.00490104946284365	0.00682002446111537	0.0122836429575069	-0.107123076315954	-0.499723068423355	-1
