file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_3B.vcf	gene-E	6.3	0	4	3	169.230158730159	61.7698412698413	0.0372274070252779	0	0.0236364489049383	0.0485673904664011	-0.4	-2	*
temp_vcf4_2_3B.vcf	gene-M	2.19047619047619	0	6	1	504.08695652174	164.913043478261	0.00434543318793793	0	0.0119027082973952	0.00606380174004746	-0.166666666666667	-1	*
temp_vcf4_2_3B.vcf	gene-N	2.22222222222222	0	7	4	961.833333333331	298.166666666667	0.0023104025876509	0	0.00727776815110035	0.0134153158188932	-0.1	-1	*
temp_vcf4_2_3B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_2_3B.vcf	gene-ORF1ab	224.098173332075	277.271566639496	321.870146281829	615.850202941433	27810.0482381659	8090.18816645588	0.00805817276593312	0.0342725732621571	0.0115738794670662	0.0761231000157592	-2.8068669527897	-5.75	-5.11111111111111
temp_vcf4_2_3B.vcf	gene-ORF3a	2.0952380952381	0	6	3	630.454545454545	197.545454545455	0.00332337693548941	0	0.00951694304253785	0.0151863782788771	-0.125	-1	*
temp_vcf4_2_3B.vcf	gene-ORF6	0	0	1	0	146	37	0	0	0.00684931506849315	0	0	*	*
temp_vcf4_2_3B.vcf	gene-ORF7a	0	0	2	1	274.333333333333	88.6666666666667	0	0	0.00729040097205346	0.0112781954887218	0	*	*
temp_vcf4_2_3B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_2_3B.vcf	gene-ORF8	0	2.07547169811321	2	5	282.666666666667	83.3333333333333	0	0.0249056603773585	0.00707547169811321	0.06	-0.166666666666667	*	-1
temp_vcf4_2_3B.vcf	gene-S	8.67098901098901	10.7582116277768	21.6153846153846	23.3846153846154	2941.5201863354	901.4798136646	0.00294779177490245	0.0119339462345182	0.00734837201383054	0.025940254046904	-0.243243243243243	-1	-1
