file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_6_6B.vcf	gene-E	0	0	0	0	164.166666666667	60.8333333333334	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-N	2.11764705882353	0	6	1	961.333333333331	298.666666666667	0.00220282287672351	0	0.00624133148404995	0.00334821428571429	-0.166666666666667	-1	*
temp_vcf4_6_6B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-ORF1ab	21.0844137370453	95.219944543474	31.9994070560332	89.9981254155334	26439.8394625363	7517.29957826999	0.000797448629252106	0.0126667752897228	0.00121027236573711	0.0119721350038633	-3.16053806090594	-6	-3.33333333333333
temp_vcf4_6_6B.vcf	gene-ORF3a	0	0	0	1	628.333333333333	196.666666666667	0	0	0	0.00508474576271186	0	*	*
temp_vcf4_6_6B.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-ORF7a	0	0	2	1	273.833333333333	89.1666666666667	0	0	0.00730371272063299	0.011214953271028	0	*	*
temp_vcf4_6_6B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-ORF8	0	0	0	0	280.166666666667	82.8333333333333	0	0	0	0	*	*	*
temp_vcf4_6_6B.vcf	gene-S	0	0	2	3	2926.33333333333	892.66666666667	0	0	0.000683449139993167	0.00336071695294995	0	*	*
