file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_6_8B.vcf	gene-E	0	2.18239738830529	1	2.99971039675644	166.833333333333	61.1666666666667	0	0.0356795213346915	0.005994005994006	0.0490415868679527	-0.333140320417655	*	-0.499710480626482
temp_vcf4_6_8B.vcf	gene-M	0	0	2	1	503.333333333334	162.666666666667	0	0	0.00397350993377483	0.00614754098360656	0	*	*
temp_vcf4_6_8B.vcf	gene-N	0	0	4	4	959.166666666664	297.833333333333	0	0	0.00417028670721113	0.0134303301622832	0	*	*
temp_vcf4_6_8B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_6_8B.vcf	gene-ORF1ab	210.998399668034	284.274443303379	171.130389860862	353.378013500482	27274.8710614502	7768.25937333318	0.00773599989501895	0.0365943552656383	0.00627428776749507	0.0454899864329396	-2.88888888888889	-6.19354838709677	-6.88888888888889
temp_vcf4_6_8B.vcf	gene-ORF3a	2.17391304347826	0	2	2	630.64	197.36	0.00344715375408832	0	0.00317138145376126	0.0101337657073368	-0.333333333333333	-1	*
temp_vcf4_6_8B.vcf	gene-ORF6	0	0	1	0	145.666666666667	37.3333333333333	0	0	0.0068649885583524	0	0	*	*
temp_vcf4_6_8B.vcf	gene-ORF7a	0	0	0	1	274.333333333333	88.6666666666667	0	0	0	0.0112781954887218	0	*	*
temp_vcf4_6_8B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_6_8B.vcf	gene-ORF8	0	2.12903225806452	1	3	282.666666666667	83.3333333333333	0	0.0255483870967742	0.0035377358490566	0.036	-0.333333333333333	*	-1
temp_vcf4_6_8B.vcf	gene-S	2.14355400696864	0	21.9996515679443	6	2929.00023228803	892.999767711966	0.000731838114363744	0	0.00751097638212166	0.00671892671973827	-0.0370112362480851	-0.499651689349148	*
