file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_3B.vcf	gene-E	8.39457013574661	2.05882352941176	9	4	171.968137254902	65.0318627450981	0.048814683171823	0.0316586891795123	0.0523352764277468	0.0615083104059096	-0.444444444444444	-1.5	-1
temp_vcf4_3_3B.vcf	gene-M	0	2.125	16	8	502.333333333334	163.666666666667	0	0.0129837067209776	0.0318513603185136	0.0488798370672098	-0.0416666666666667	*	-1
temp_vcf4_3_3B.vcf	gene-N	0	2.14814814814815	11	12	960.666666666664	299.333333333333	0	0.00717644147488246	0.0114503816793893	0.0400890868596882	-0.0454545454545455	*	-1
temp_vcf4_3_3B.vcf	gene-ORF10	0	0	0	3	87.6666666666667	26.3333333333333	0	0	0	0.113924050632911	0	*	*
temp_vcf4_3_3B.vcf	gene-ORF1ab	215.735840982089	351.74653513838	880.176131743343	1367.07146897208	29829.3924645871	8636.60086090993	0.00723232433373246	0.0407274274686489	0.0295070083236952	0.158288138005725	-2.41048387096774	-4.859375	-5
temp_vcf4_3_3B.vcf	gene-ORF3a	8.64035087719298	0	29	11	630.434959349593	200.565040650407	0.0137053803077593	0	0.0459999871040126	0.0548450515819128	-0.0789473684210526	-1.5	*
temp_vcf4_3_3B.vcf	gene-ORF6	0	0	1	4	146	37	0	0	0.00684931506849315	0.108108108108108	0	*	*
temp_vcf4_3_3B.vcf	gene-ORF7a	0	0	10.8	4.2	272.666666666667	87.3333333333333	0	0	0.0396088019559902	0.0480916030534351	0	*	*
temp_vcf4_3_3B.vcf	gene-ORF7b	0	0	1	0	101.333333333333	27.6666666666667	0	0	0.00986842105263157	0	0	*	*
temp_vcf4_3_3B.vcf	gene-ORF8	4.30812324929972	0	16.9191919191919	6.39195483301337	284.666666666667	84.3333333333333	0.0151339224214276	0	0.059435100418707	0.0757939308262456	-0.0869565217391304	*	-1
temp_vcf4_3_3B.vcf	gene-S	14.8754895368503	6.43367038285369	80.5818553539484	39.4879120879121	2940.21738520892	896.782614791074	0.00505931623004578	0.00717416938814381	0.0274067678666632	0.0440328697686804	-0.0789473684210526	-1	-1
