file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_1_4B.vcf	gene-E	2.09090909090909	0	2	2	167.355072463768	60.6449275362319	0.0124938495148497	0	0.011950638666378	0.0329788505197753	-0.333333333333333	-1	*
temp_vcf4_1_4B.vcf	gene-M	0	0	12	4	502.5	163.5	0	0	0.0238805970149254	0.0244648318042813	0	*	*
temp_vcf4_1_4B.vcf	gene-N	2.13333333333333	2.06451612903226	8.63644688644689	6.88736263736264	962.499999999997	300.5	0.00221645021645022	0.00687026998014063	0.00897293183007471	0.022919675997879	-0.153846153846154	-1	-1
temp_vcf4_1_4B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_1_4B.vcf	gene-ORF1ab	119.529431107662	236.316441875348	189.420009513239	460.211287427592	27376.9326235523	7874.89458733279	0.00436606367671851	0.030008838753915	0.00691896393645947	0.0584403108287784	-2.84049079754601	-5.70588235294118	-4.72727272727273
temp_vcf4_1_4B.vcf	gene-ORF3a	2.13793103448276	0	3	6	632.236559139785	195.763440860215	0.00338153655238097	0	0.0047450593557604	0.0306492365154344	-0.125	-1	*
temp_vcf4_1_4B.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_1_4B.vcf	gene-ORF7a	0	0	2	1	275	88	0	0	0.00727272727272727	0.0113636363636364	0	*	*
temp_vcf4_1_4B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_1_4B.vcf	gene-ORF8	0	6.28125	2	4	284.666666666667	84.3333333333333	0	0.0744812252964427	0.00702576112412178	0.0474308300395257	-0.5	*	-2
temp_vcf4_1_4B.vcf	gene-S	0.000719424460431606	2.14285714285714	16.9996402877698	10	2923.66690647481	895.333093525183	2.46069228624627e-07	0.00239336304929833	0.00581449283778601	0.0111690275633922	-0.0370104012713091	0.000719165674654576	-1
