file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_3A.vcf	gene-E	2.17391304347826	0	4	2	166.7	61.3	0.0130408700868522	0	0.023995200959808	0.032626427406199	-0.2	-1	*
temp_vcf4_3_3A.vcf	gene-M	0	0	2	1	501.666666666667	164.333333333333	0	0	0.00398671096345515	0.00608519269776876	0	*	*
temp_vcf4_3_3A.vcf	gene-N	0	2.0952380952381	6.92307692307692	5.07692307692308	960.499999999997	299.5	0	0.00699578662850783	0.00720778440715975	0.0169513291383074	-0.0909090909090909	*	-1
temp_vcf4_3_3A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_3_3A.vcf	gene-ORF1ab	66.0252428252428	87.8682935778588	242.334742295724	406.944224410463	27162.7010606871	7781.29893931363	0.00243073185828349	0.0112922397999542	0.0089215995770928	0.0522977240155175	-2.33057851239669	-5.8	-3.25
temp_vcf4_3_3A.vcf	gene-ORF3a	2.15384615384615	0	2	5	630.761904761905	197.238095238095	0.00341467380573526	0	0.00317076853389703	0.0253500724287783	-0.166666666666667	-1	*
temp_vcf4_3_3A.vcf	gene-ORF6	0	0	1	0	145.333333333333	37.6666666666667	0	0	0.00688073394495413	0	0	*	*
temp_vcf4_3_3A.vcf	gene-ORF7a	0	0	2	1	274.333333333333	88.6666666666667	0	0	0.00729040097205346	0.0112781954887218	0	*	*
temp_vcf4_3_3A.vcf	gene-ORF7b	0	0	2	0	101.333333333333	27.6666666666667	0	0	0.0197368421052631	0	0	*	*
temp_vcf4_3_3A.vcf	gene-ORF8	0	0	2	2	277.333333333333	82.6666666666666	0	0	0.00721153846153846	0.0241935483870968	0	*	*
temp_vcf4_3_3A.vcf	gene-S	0	2.13333333333333	10	12	2927.64583333333	894.35416666667	0	0.002385333923455	0.00341571370626286	0.0134175033194344	-0.0476190476190476	*	-1
