file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_3_7A.vcf	gene-E	0	0	1	2	164.5	60.5	0	0	0.0060790273556231	0.0330578512396694	0	*	*
temp_vcf4_3_7A.vcf	gene-M	0	0	8.96	2.04	495.5	161.5	0	0	0.0180827447023209	0.0126315789473684	0	*	*
temp_vcf4_3_7A.vcf	gene-N	0	0	4	2	959.166666666664	297.833333333333	0	0	0.00417028670721113	0.00671516508114158	0	*	*
temp_vcf4_3_7A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_3_7A.vcf	gene-ORF1ab	57.3020678978971	143.143794592255	261.167914438503	543.832085561497	27388.2337743845	7853.4862256163	0.00209221479449654	0.0182267836830671	0.00953577060097852	0.069247219634465	-2.46788990825688	-4.9	-5.22222222222222
temp_vcf4_3_7A.vcf	gene-ORF3a	0	2.18181818181818	14.1204013377926	8.87959866220736	628.333333333333	196.666666666667	0	0.0110939907550077	0.0224727872750016	0.0451505016722408	-0.0434782608695652	*	-1
temp_vcf4_3_7A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_3_7A.vcf	gene-ORF7a	0	0	4	0	273.166666666667	89.8333333333333	0	0	0.0146430750457596	0	0	*	*
temp_vcf4_3_7A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_3_7A.vcf	gene-ORF8	0	2.11428571428571	4	2	282.833333333333	83.1666666666666	0	0.0254222731176639	0.0141426045963465	0.0240480961923848	-0.2	*	-1
temp_vcf4_3_7A.vcf	gene-S	2.21052631578947	2.14814814814815	19.0190476190476	11.9809523809524	2931.72988505746	893.270114942532	0.000754000676206958	0.00240481363051796	0.00648731239395025	0.0134124630171056	-0.0689655172413793	-1	-1
