file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_6_7A.vcf	gene-E	0	0.00273972602739736	0	0.998630136986301	164.166666666667	60.8333333333334	0	4.50365922311895e-05	0	0.016415837868268	0.00273597297804473	*	0.00273597297804473
temp_vcf4_6_7A.vcf	gene-M	0	0	0	0	502.333333333334	163.666666666667	0	0	0	0	*	*	*
temp_vcf4_6_7A.vcf	gene-N	0	0	1	0	959.166666666664	297.833333333333	0	0	0.00104257167680278	0	0	*	*
temp_vcf4_6_7A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_6_7A.vcf	gene-ORF1ab	0	0	4	6.99305555555556	26159.1342873916	7434.82408211131	0	0	0.000152910259034373	0.000940581172913199	-1.71032090498236	*	*
temp_vcf4_6_7A.vcf	gene-ORF3a	0	0	0	1	628.333333333333	196.666666666667	0	0	0	0.00508474576271186	0	*	*
temp_vcf4_6_7A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_6_7A.vcf	gene-ORF7a	0	0	0	0	274.333333333333	88.6666666666667	0	0	0	0	*	*	*
temp_vcf4_6_7A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_6_7A.vcf	gene-ORF8	0	0	0	1	280.166666666667	82.8333333333333	0	0	0	0.0120724346076459	0	*	*
temp_vcf4_6_7A.vcf	gene-S	0	0	0	0	2926.66666666666	892.333333333337	0	0	0	0	*	*	*
