file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_5_10A.vcf	gene-E	0	0	1.78571428571429	4.21428571428571	162.333333333333	59.6666666666667	0	0	0.0110002933411558	0.0706304868316041	0	*	*
temp_vcf4_5_10A.vcf	gene-M	2.12121212121212	0	12	2	502.976190476191	164.309523809524	0.00421732114039806	0	0.0238579881656805	0.0121721489639183	-0.0714285714285714	-1	*
temp_vcf4_5_10A.vcf	gene-N	6.6	0	9.97959183673469	4.02040816326531	960.833333333331	299.166666666667	0.00686903729401563	0	0.0103863921978158	0.0134386902393269	-0.153846153846154	-2	*
temp_vcf4_5_10A.vcf	gene-ORF10	0	0	1	0	88.3333333333334	25.6666666666667	0	0	0.0113207547169811	0	0	*	*
temp_vcf4_5_10A.vcf	gene-ORF1ab	172.423555994845	336.360038047374	341.681945632544	702.759243449463	27915.3912572728	7985.72917025683	0.00617664837314159	0.0421201409259108	0.0122399124727842	0.0880018879261418	-2.53984298640851	-6.85185185185185	-5.92857142857143
temp_vcf4_5_10A.vcf	gene-ORF3a	2.08695652173913	6.52941176470588	14	6	632.833333333333	201.166666666667	0.00329779803277187	0.032457722111214	0.0221227284698446	0.0298260149130074	-0.176470588235294	-1	-2
temp_vcf4_5_10A.vcf	gene-ORF6	0	0	2	1	144.833333333333	38.1666666666667	0	0	0.0138089758342923	0.0262008733624454	0	*	*
temp_vcf4_5_10A.vcf	gene-ORF7a	0	0	4	1	274	89	0	0	0.0145985401459854	0.0112359550561798	0	*	*
temp_vcf4_5_10A.vcf	gene-ORF7b	0	0	1	0	102	27	0	0	0.00980392156862745	0	0	*	*
temp_vcf4_5_10A.vcf	gene-ORF8	0	2.07272727272727	7	3	283.833333333333	82.1666666666666	0	0.0252258897289323	0.0246623605402231	0.0365111561866126	-0.111111111111111	*	-1
temp_vcf4_5_10A.vcf	gene-S	6.57229437229437	4.34057971014493	35.9090909090909	19.0909090909091	2940.38675213674	893.613247863252	0.00223518024202713	0.00485733590065258	0.0122123699826209	0.0213637265747324	-0.1	-1	-1
