file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_2_5B.vcf	gene-E	2.14285714285714	0	5.07142857142857	3	165.5	62.5	0.0129477772982305	0	0.0306430729391455	0.048	-0.142857142857143	-1	*
temp_vcf4_2_5B.vcf	gene-M	0	0	8	5	504.833333333334	164.166666666667	0	0	0.0158468141300759	0.0304568527918782	0	*	*
temp_vcf4_2_5B.vcf	gene-N	2.21052631578947	2.04761904761905	13.4444444444444	7.14814814814815	963.666666666664	299.333333333333	0.00229387026889258	0.00684059815462934	0.0139513432491641	0.0238802276664192	-0.111111111111111	-1	-1
temp_vcf4_2_5B.vcf	gene-ORF10	0	0	2	1	88.8333333333334	25.1666666666667	0	0	0.0225140712945591	0.0397350993377484	0	*	*
temp_vcf4_2_5B.vcf	gene-ORF1ab	153.248509413318	175.947353358306	276.594534573395	497.447367118789	27493.3326491678	7882.167350833	0.00557402448691343	0.0223222047346802	0.010060422215921	0.0631104802749739	-2.6775	-6.29411764705882	-4.44444444444444
temp_vcf4_2_5B.vcf	gene-ORF3a	4.27147401908802	2.11764705882353	8	6	631.499534883721	199.500465116279	0.00676401768035274	0.0106147474773518	0.0126682595284461	0.0300751178524967	-0.25	-1	-1
temp_vcf4_2_5B.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_2_5B.vcf	gene-ORF7a	0	2.12903225806452	3	4	276.333333333333	89.6666666666667	0	0.0237438541791582	0.0108564535585042	0.0446096654275093	-0.166666666666667	*	-1
temp_vcf4_2_5B.vcf	gene-ORF7b	0	0	2	0	102	27	0	0	0.0196078431372549	0	0	*	*
temp_vcf4_2_5B.vcf	gene-ORF8	0	4.17781274586939	3	5	284	85	0	0.0491507381866988	0.0105633802816901	0.0588235294117647	-0.333333333333333	*	-1
temp_vcf4_2_5B.vcf	gene-S	6.46961196820944	8.65512516469038	19	18	2937.34358974358	893.656410256414	0.00220253837201736	0.00968507030818141	0.00646842952467083	0.0201419693222313	-0.212121212121212	-1	-1
