file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_1_4A.vcf	gene-E	0	0	2	2	163.5	61.5	0	0	0.0122324159021407	0.032520325203252	0	*	*
temp_vcf4_1_4A.vcf	gene-M	2.12903225806452	0	7	1	507.19696969697	164.80303030303	0.00419764388445879	0	0.0138013442867812	0.00606784959087984	-0.125	-1	*
temp_vcf4_1_4A.vcf	gene-N	0	0	9	4	957.833333333331	299.166666666667	0	0	0.00939620671654779	0.0133704735376045	0	*	*
temp_vcf4_1_4A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_1_4A.vcf	gene-ORF1ab	167.485514437414	163.821617498392	251.705008488964	521.434776457272	27446.7859715162	7929.21402848456	0.00610219042081019	0.0206605114844783	0.0091706551269857	0.0657612185248239	-2.63456790123457	-5.25806451612903	-6.22222222222222
temp_vcf4_1_4A.vcf	gene-ORF3a	10.6129370629371	0	14	1	637.635703165542	199.364296834458	0.0166442013994027	0	0.0219561105667343	0.005015943255027	-0.363636363636364	-1.33333333333333	*
temp_vcf4_1_4A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_1_4A.vcf	gene-ORF7a	0	0	1	1	274.333333333333	88.6666666666667	0	0	0.00364520048602673	0.0112781954887218	0	*	*
temp_vcf4_1_4A.vcf	gene-ORF7b	0	0	0	1	102	27	0	0	0	0.037037037037037	0	*	*
temp_vcf4_1_4A.vcf	gene-ORF8	0	0	0	3	280.166666666667	82.8333333333333	0	0	0	0.0362173038229376	0	*	*
temp_vcf4_1_4A.vcf	gene-S	6.35114300903775	0	19.9995126705653	15	2927.55211478081	894.447885219187	0.00216943806976883	0	0.00683147964116181	0.0167701218236144	-0.0882066416503106	-0.74975645402764	*
