file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_4_10A.vcf	gene-E	0	2.13817816162968	0	3.99987643642654	166.166666666667	61.8333333333334	0	0.0345797007271646	0	0.0646880286214535	-0.333250967796332	*	-0.499876451694498
temp_vcf4_4_10A.vcf	gene-M	2.09302325581395	0	1	1	504.466666666667	164.533333333333	0.00414898227001576	0	0.00198229152900753	0.00607779578606159	-1	-1	*
temp_vcf4_4_10A.vcf	gene-N	0	0	1	0	959.166666666664	297.833333333333	0	0	0.00104257167680278	0	0	*	*
temp_vcf4_4_10A.vcf	gene-ORF10	0	0	2	2	88.6666666666667	25.3333333333333	0	0	0.0225563909774436	0.0789473684210526	0	*	*
temp_vcf4_4_10A.vcf	gene-ORF1ab	157.376075228797	229.949922538904	91	212	26902.7317171513	7663.2682828494	0.00584981766474165	0.030006769181439	0.00338255612689267	0.0276644366574588	-3.71900826446281	-6.28571428571429	-4.5
temp_vcf4_4_10A.vcf	gene-ORF3a	6.35573122529644	2.08695652173913	7	2	636.277777777778	197.722222222222	0.00998892535190221	0.0105549922425693	0.0110014843272505	0.010115200899129	-0.5	-1	*
temp_vcf4_4_10A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_4_10A.vcf	gene-ORF7a	0	2.15384615384615	0	3	276.333333333333	89.6666666666667	0	0.0240205890763512	0	0.033457249070632	-0.5	*	-1
temp_vcf4_4_10A.vcf	gene-ORF7b	0	0	1	0	102	27	0	0	0.00980392156862745	0	0	*	*
temp_vcf4_4_10A.vcf	gene-ORF8	0	2.08163265306122	0	2	282.166666666667	83.8333333333333	0	0.024830608187609	0	0.0238568588469185	-1	*	-1
temp_vcf4_4_10A.vcf	gene-S	15.0773035041184	6.37067221067221	15	10	2946.95322885342	899.046771146572	0.00511623440660595	0.00708602979859164	0.00509000273677098	0.0111228918460458	-0.5625	-1.2	-1
