file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_1_1B.vcf	gene-E	6.48648648648649	0	6.19178082191781	2	167.5	63.5	0.0387252924566358	0	0.0369658556532407	0.031496062992126	-0.333333333333333	-2	*
temp_vcf4_1_1B.vcf	gene-M	0	0	2	3	502	164	0	0	0.00398406374501992	0.0182926829268293	0	*	*
temp_vcf4_1_1B.vcf	gene-N	0	0	2	2	959.166666666664	297.833333333333	0	0	0.00208514335360557	0.00671516508114158	0	*	*
temp_vcf4_1_1B.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_1_1B.vcf	gene-ORF1ab	97.6577525464025	173.574744452585	226.380286144472	438.263781652138	27305.6331702808	7848.36682971996	0.00357646907278796	0.02211603359253	0.00829060746303669	0.0558413987471296	-2.69208211143695	-5.61538461538461	-3.84615384615385
temp_vcf4_1_1B.vcf	gene-ORF3a	0	2.12903225806452	6	4	629.666666666667	198.333333333334	0	0.010734616427216	0.00952885124404447	0.0201680672268907	-0.111111111111111	*	-1
temp_vcf4_1_1B.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_1_1B.vcf	gene-ORF7a	0	0	2	0	275	88	0	0	0.00727272727272727	0	0	*	*
temp_vcf4_1_1B.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_1_1B.vcf	gene-ORF8	0	0	1	2	279.833333333333	83.1666666666666	0	0	0.00357355568790947	0.0240480961923848	0	*	*
temp_vcf4_1_1B.vcf	gene-S	0.00147928994082847	2.22222222222222	16.9516413074105	14.047619047619	2926.83382642997	892.166173570023	5.05423275988593e-07	0.00249081649591124	0.00579180176009085	0.0157455185634389	-0.0322103807809205	0.00147819579146402	-1
