file	product	N_diffs	S_diffs	N_diffs_vs_ref	S_diffs_vs_ref	N_sites	S_sites	piN	piS	mean_dN_vs_ref	mean_dS_vs_ref	mean_gdiv_polymorphic	mean_N_gdiv	mean_S_gdiv
temp_vcf4_1_2A.vcf	gene-E	0	0	1	1	164.833333333333	60.1666666666667	0	0	0.00606673407482306	0.0166204986149584	0	*	*
temp_vcf4_1_2A.vcf	gene-M	0	0	4	0	502.333333333334	163.666666666667	0	0	0.00796284007962839	0	0	*	*
temp_vcf4_1_2A.vcf	gene-N	0	0	2	1	958.499999999997	298.5	0	0	0.00208659363588942	0.0033500837520938	0	*	*
temp_vcf4_1_2A.vcf	gene-ORF10	0	0	0	0	87.6666666666667	26.3333333333333	0	0	0	0	*	*	*
temp_vcf4_1_2A.vcf	gene-ORF1ab	17	21.7108127963668	69.9074074074074	118.092592592593	26450.8395326222	7536.16046737845	0.000642701717615944	0.00288088515237245	0.00264291828322461	0.0156701271295611	-2.29906542056075	-7	-3
temp_vcf4_1_2A.vcf	gene-ORF3a	0	0	1	1	627.333333333333	197.666666666667	0	0	0.00159404888416578	0.00505902192242832	0	*	*
temp_vcf4_1_2A.vcf	gene-ORF6	0	0	0	0	146	37	0	0	0	0	*	*	*
temp_vcf4_1_2A.vcf	gene-ORF7a	0	0	2	0	275	88	0	0	0.00727272727272727	0	0	*	*
temp_vcf4_1_2A.vcf	gene-ORF7b	0	0	0	0	102	27	0	0	0	0	*	*	*
temp_vcf4_1_2A.vcf	gene-ORF8	0	0	4.04347826086957	2.95652173913043	282	81	0	0	0.0143385753931545	0.0365002683843264	0	*	*
temp_vcf4_1_2A.vcf	gene-S	0.000849617672047609	0	6.99957519116398	3	2925.66694987255	893.333050127446	2.90401363724815e-07	0	0.0023924716350468	0.00335821001984871	8.49256746953353e-05	0.000849256746953353	*
